m,TagName,
"2020-12-01 00:00:00","c#","5709"
"2020-12-01 00:00:00","c++","4423"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","532"
"2020-12-01 00:00:00","java","7745"
"2020-12-01 00:00:00","javascript","15908"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4773"
"2020-12-01 00:00:00","python","22018"
"2020-12-01 00:00:00","r","4315"
"2020-12-01 00:00:00","ruby","497"
"2020-12-01 00:00:00","swift","2082"
"2021-01-01 00:00:00","assembly","305"
"2021-01-01 00:00:00","c","2557"
"2021-01-01 00:00:00","c#","6148"
"2021-01-01 00:00:00","c++","4082"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","563"
"2021-01-01 00:00:00","java","7987"
"2021-01-01 00:00:00","javascript","16754"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4741"
"2021-01-01 00:00:00","python","22724"
"2021-01-01 00:00:00","r","4325"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2296"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2229"
"2021-02-01 00:00:00","c#","5755"
"2021-02-01 00:00:00","c++","4069"
"2021-02-01 00:00:00","delphi","189"
"2021-02-01 00:00:00","go","564"
"2021-02-01 00:00:00","java","7524"
"2021-02-01 00:00:00","javascript","15158"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4373"
"2021-02-01 00:00:00","python","21257"
"2021-02-01 00:00:00","r","4309"
"2021-02-01 00:00:00","ruby","528"
"2021-02-01 00:00:00","swift","2244"
"2021-03-01 00:00:00","assembly","317"
"2021-03-01 00:00:00","c","2467"
"2021-03-01 00:00:00","c#","6345"
"2021-03-01 00:00:00","c++","4268"
"2021-03-01 00:00:00","delphi","253"
"2021-03-01 00:00:00","go","751"
"2021-03-01 00:00:00","java","8608"
"2021-03-01 00:00:00","javascript","16645"
"2021-03-01 00:00:00","perl","151"
"2021-03-01 00:00:00","php","4713"
"2021-03-01 00:00:00","python","23661"
"2021-03-01 00:00:00","r","5155"
"2021-03-01 00:00:00","ruby","495"
"2021-03-01 00:00:00","swift","2367"
"2021-04-01 00:00:00","assembly","318"
"2021-04-01 00:00:00","c","2281"
"2021-04-01 00:00:00","c#","5848"
"2021-04-01 00:00:00","c++","3903"
"2021-04-01 00:00:00","delphi","170"
"2021-04-01 00:00:00","go","621"
"2021-04-01 00:00:00","java","7862"
"2021-04-01 00:00:00","javascript","15749"
"2021-04-01 00:00:00","perl","133"
"2021-04-01 00:00:00","php","4287"
"2021-04-01 00:00:00","python","22227"
"2021-04-01 00:00:00","r","4773"
"2021-04-01 00:00:00","ruby","514"
"2021-04-01 00:00:00","swift","2093"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2068"
"2021-05-01 00:00:00","c#","5690"
"2021-05-01 00:00:00","c++","4149"
"2021-05-01 00:00:00","delphi","167"
"2021-05-01 00:00:00","go","638"
"2021-05-01 00:00:00","java","7889"
"2021-05-01 00:00:00","javascript","15686"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4238"
"2021-05-01 00:00:00","python","22216"
"2021-05-01 00:00:00","r","4648"
"2021-05-01 00:00:00","ruby","398"
"2021-05-01 00:00:00","swift","1844"
"2021-06-01 00:00:00","assembly","257"
"2021-06-01 00:00:00","c","1856"
"2021-06-01 00:00:00","c#","5583"
"2021-06-01 00:00:00","c++","3790"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","605"
"2021-06-01 00:00:00","java","7527"
"2021-06-01 00:00:00","javascript","14869"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4051"
"2021-06-01 00:00:00","python","20713"
"2021-06-01 00:00:00","r","4266"
"2021-06-01 00:00:00","ruby","417"
"2021-06-01 00:00:00","swift","1775"
"2021-07-01 00:00:00","assembly","184"
"2021-07-01 00:00:00","c","1597"
"2021-07-01 00:00:00","c#","5162"
"2021-07-01 00:00:00","c++","3457"
"2021-07-01 00:00:00","delphi","139"
"2021-07-01 00:00:00","go","599"
"2021-07-01 00:00:00","java","6894"
"2021-07-01 00:00:00","javascript","14638"
"2021-07-01 00:00:00","perl","137"
"2021-07-01 00:00:00","php","3869"
"2021-07-01 00:00:00","python","20410"
"2021-07-01 00:00:00","r","4032"
"2021-07-01 00:00:00","ruby","444"
"2021-07-01 00:00:00","swift","1949"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1514"
"2021-08-01 00:00:00","c#","5071"
"2021-08-01 00:00:00","c++","3214"
"2021-08-01 00:00:00","delphi","133"
"2021-08-01 00:00:00","go","734"
"2021-08-01 00:00:00","java","6685"
"2021-08-01 00:00:00","javascript","14485"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3832"
"2021-08-01 00:00:00","python","19655"
"2021-08-01 00:00:00","r","4019"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1877"
"2021-09-01 00:00:00","assembly","190"
"2021-09-01 00:00:00","c","1694"
"2021-09-01 00:00:00","c#","5013"
"2021-09-01 00:00:00","c++","3566"
"2021-09-01 00:00:00","delphi","133"
"2021-09-01 00:00:00","go","615"
"2021-09-01 00:00:00","java","6560"
"2021-09-01 00:00:00","javascript","14308"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3693"
"2021-09-01 00:00:00","python","18856"
"2021-09-01 00:00:00","r","3889"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","swift","1610"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2083"
"2021-10-01 00:00:00","c#","5237"
"2021-10-01 00:00:00","c++","3683"
"2021-10-01 00:00:00","delphi","141"
"2021-10-01 00:00:00","go","697"
"2021-10-01 00:00:00","java","6505"
"2021-10-01 00:00:00","javascript","13704"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3568"
"2021-10-01 00:00:00","python","19641"
"2021-10-01 00:00:00","r","4154"
"2021-10-01 00:00:00","ruby","412"
"2021-10-01 00:00:00","swift","1559"
"2021-11-01 00:00:00","assembly","278"
"2021-11-01 00:00:00","c","2195"
"2021-11-01 00:00:00","c#","5543"
"2021-11-01 00:00:00","c++","3776"
"2021-11-01 00:00:00","delphi","138"
"2021-11-01 00:00:00","go","646"
"2021-11-01 00:00:00","java","6853"
"2021-11-01 00:00:00","javascript","13323"
"2021-11-01 00:00:00","perl","76"
"2021-11-01 00:00:00","php","3459"
"2021-11-01 00:00:00","python","19874"
"2021-11-01 00:00:00","r","4012"
"2021-11-01 00:00:00","ruby","390"
"2021-11-01 00:00:00","swift","1525"
"2021-12-01 00:00:00","assembly","261"
"2021-12-01 00:00:00","c","2083"
"2021-12-01 00:00:00","c#","4991"
"2021-12-01 00:00:00","c++","3538"
"2021-12-01 00:00:00","delphi","142"
"2021-12-01 00:00:00","go","710"
"2021-12-01 00:00:00","java","6131"
"2021-12-01 00:00:00","javascript","12958"
"2021-12-01 00:00:00","perl","100"
"2021-12-01 00:00:00","php","3212"
"2021-12-01 00:00:00","python","18863"
"2021-12-01 00:00:00","r","3531"
"2021-12-01 00:00:00","ruby","365"
"2021-12-01 00:00:00","swift","1409"
"2022-01-01 00:00:00","assembly","225"
"2022-01-01 00:00:00","c","1935"
"2022-01-01 00:00:00","c#","5228"
"2022-01-01 00:00:00","c++","3577"
"2022-01-01 00:00:00","delphi","132"
"2022-01-01 00:00:00","go","736"
"2022-01-01 00:00:00","java","6372"
"2022-01-01 00:00:00","javascript","13830"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3350"
"2022-01-01 00:00:00","python","19519"
"2022-01-01 00:00:00","r","3837"
"2022-01-01 00:00:00","ruby","441"
"2022-01-01 00:00:00","swift","1718"
"2022-02-01 00:00:00","assembly","209"
"2022-02-01 00:00:00","c","1656"
"2022-02-01 00:00:00","c#","5047"
"2022-02-01 00:00:00","c++","3155"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","639"
"2022-02-01 00:00:00","java","5853"
"2022-02-01 00:00:00","javascript","12673"
"2022-02-01 00:00:00","perl","94"
"2022-02-01 00:00:00","php","3074"
"2022-02-01 00:00:00","python","19089"
"2022-02-01 00:00:00","r","3894"
"2022-02-01 00:00:00","ruby","402"
"2022-02-01 00:00:00","swift","1584"
"2022-03-01 00:00:00","assembly","232"
"2022-03-01 00:00:00","c","1928"
"2022-03-01 00:00:00","c#","5620"
"2022-03-01 00:00:00","c++","3473"
"2022-03-01 00:00:00","delphi","119"
"2022-03-01 00:00:00","go","753"
"2022-03-01 00:00:00","java","6508"
"2022-03-01 00:00:00","javascript","13457"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3105"
"2022-03-01 00:00:00","python","20550"
"2022-03-01 00:00:00","r","4469"
"2022-03-01 00:00:00","ruby","441"
"2022-03-01 00:00:00","swift","1727"
"2022-04-01 00:00:00","assembly","244"
"2022-04-01 00:00:00","c","1724"
"2022-04-01 00:00:00","c#","5162"
"2022-04-01 00:00:00","c++","3422"
"2022-04-01 00:00:00","delphi","112"
"2022-04-01 00:00:00","go","705"
"2022-04-01 00:00:00","java","6292"
"2022-04-01 00:00:00","javascript","13325"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3139"
"2022-04-01 00:00:00","python","19637"
"2022-04-01 00:00:00","r","4166"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1437"
"2022-05-01 00:00:00","assembly","247"
"2022-05-01 00:00:00","c","1743"
"2022-05-01 00:00:00","c#","5453"
"2022-05-01 00:00:00","c++","3470"
"2022-05-01 00:00:00","delphi","118"
"2022-05-01 00:00:00","go","601"
"2022-05-01 00:00:00","java","6399"
"2022-05-01 00:00:00","javascript","13152"
"2022-05-01 00:00:00","perl","90"
"2022-05-01 00:00:00","php","3327"
"2022-05-01 00:00:00","python","19205"
"2022-05-01 00:00:00","r","4121"
"2022-05-01 00:00:00","ruby","435"
"2022-05-01 00:00:00","swift","1444"
"2022-06-01 00:00:00","assembly","234"
"2022-06-01 00:00:00","c","1545"
"2022-06-01 00:00:00","c#","5262"
"2022-06-01 00:00:00","c++","3025"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","672"
"2022-06-01 00:00:00","java","5636"
"2022-06-01 00:00:00","javascript","12463"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3150"
"2022-06-01 00:00:00","python","18565"
"2022-06-01 00:00:00","r","3870"
"2022-06-01 00:00:00","ruby","423"
"2022-06-01 00:00:00","swift","1496"
"2022-07-01 00:00:00","assembly","202"
"2022-07-01 00:00:00","c","1366"
"2022-07-01 00:00:00","c#","5191"
"2022-07-01 00:00:00","c++","2948"
"2022-07-01 00:00:00","delphi","117"
"2022-07-01 00:00:00","go","678"
"2022-07-01 00:00:00","java","5348"
"2022-07-01 00:00:00","javascript","12604"
"2022-07-01 00:00:00","perl","124"
"2022-07-01 00:00:00","php","3057"
"2022-07-01 00:00:00","python","18858"
"2022-07-01 00:00:00","r","3643"
"2022-07-01 00:00:00","ruby","403"
"2022-07-01 00:00:00","swift","1460"
"2022-08-01 00:00:00","assembly","160"
"2022-08-01 00:00:00","c","1423"
"2022-08-01 00:00:00","c#","5434"
"2022-08-01 00:00:00","c++","2909"
"2022-08-01 00:00:00","delphi","114"
"2022-08-01 00:00:00","go","786"
"2022-08-01 00:00:00","java","5239"
"2022-08-01 00:00:00","javascript","12945"
"2022-08-01 00:00:00","perl","116"
"2022-08-01 00:00:00","php","3088"
"2022-08-01 00:00:00","python","18503"
"2022-08-01 00:00:00","r","3763"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1464"
"2022-09-01 00:00:00","assembly","170"
"2022-09-01 00:00:00","c","1519"
"2022-09-01 00:00:00","c#","4951"
"2022-09-01 00:00:00","c++","2739"
"2022-09-01 00:00:00","delphi","133"
"2022-09-01 00:00:00","go","783"
"2022-09-01 00:00:00","java","4977"
"2022-09-01 00:00:00","javascript","11759"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2797"
"2022-09-01 00:00:00","python","16924"
"2022-09-01 00:00:00","r","3519"
"2022-09-01 00:00:00","ruby","398"
"2022-09-01 00:00:00","swift","1483"
"2022-10-01 00:00:00","assembly","214"
"2022-10-01 00:00:00","c","1855"
"2022-10-01 00:00:00","c#","4988"
"2022-10-01 00:00:00","c++","2878"
"2022-10-01 00:00:00","delphi","136"
"2022-10-01 00:00:00","go","674"
"2022-10-01 00:00:00","java","5224"
"2022-10-01 00:00:00","javascript","11492"
"2022-10-01 00:00:00","perl","80"
"2022-10-01 00:00:00","php","2726"
"2022-10-01 00:00:00","python","18333"
"2022-10-01 00:00:00","r","3898"
"2022-10-01 00:00:00","ruby","371"
"2022-10-01 00:00:00","swift","1321"
"2022-11-01 00:00:00","assembly","266"
"2022-11-01 00:00:00","c","1975"
"2022-11-01 00:00:00","c#","5125"
"2022-11-01 00:00:00","c++","2919"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","go","692"
"2022-11-01 00:00:00","java","5346"
"2022-11-01 00:00:00","javascript","11592"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2744"
"2022-11-01 00:00:00","python","18663"
"2022-11-01 00:00:00","r","3973"
"2022-11-01 00:00:00","ruby","412"
"2022-11-01 00:00:00","swift","1373"
"2022-12-01 00:00:00","assembly","249"
"2022-12-01 00:00:00","c","1699"
"2022-12-01 00:00:00","c#","4615"
"2022-12-01 00:00:00","c++","2567"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","594"
"2022-12-01 00:00:00","java","4736"
"2022-12-01 00:00:00","javascript","10122"
"2022-12-01 00:00:00","perl","93"
"2022-12-01 00:00:00","php","2327"
"2022-12-01 00:00:00","python","15678"
"2022-12-01 00:00:00","r","3192"
"2022-12-01 00:00:00","ruby","340"
"2022-12-01 00:00:00","swift","1216"
"2023-01-01 00:00:00","assembly","219"
"2023-01-01 00:00:00","c","1414"
"2023-01-01 00:00:00","c#","4660"
"2023-01-01 00:00:00","c++","2373"
"2023-01-01 00:00:00","delphi","107"
"2023-01-01 00:00:00","go","686"
"2023-01-01 00:00:00","java","4628"
"2023-01-01 00:00:00","javascript","9899"
"2023-01-01 00:00:00","perl","71"
"2023-01-01 00:00:00","php","2499"
"2023-01-01 00:00:00","python","14814"
"2023-01-01 00:00:00","r","3238"
"2023-01-01 00:00:00","ruby","325"
"2023-01-01 00:00:00","swift","1194"
"2023-02-01 00:00:00","assembly","164"
"2023-02-01 00:00:00","c","1208"
"2023-02-01 00:00:00","c#","4092"
"2023-02-01 00:00:00","c++","2009"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","go","617"
"2023-02-01 00:00:00","java","4045"
"2023-02-01 00:00:00","javascript","8377"
"2023-02-01 00:00:00","perl","77"
"2023-02-01 00:00:00","php","1985"
"2023-02-01 00:00:00","python","12898"
"2023-02-01 00:00:00","r","3231"
"2023-02-01 00:00:00","ruby","311"
"2023-02-01 00:00:00","swift","1058"
"2023-03-01 00:00:00","assembly","156"
"2023-03-01 00:00:00","c","1163"
"2023-03-01 00:00:00","c#","4206"
"2023-03-01 00:00:00","c++","2299"
"2023-03-01 00:00:00","delphi","120"
"2023-03-01 00:00:00","go","590"
"2023-03-01 00:00:00","java","4398"
"2023-03-01 00:00:00","javascript","8365"
"2023-03-01 00:00:00","perl","93"
"2023-03-01 00:00:00","php","1871"
"2023-03-01 00:00:00","python","12668"
"2023-03-01 00:00:00","r","3259"
"2023-03-01 00:00:00","ruby","262"
"2023-03-01 00:00:00","swift","1122"
"2023-04-01 00:00:00","assembly","175"
"2023-04-01 00:00:00","c","1084"
"2023-04-01 00:00:00","c#","3283"
"2023-04-01 00:00:00","c++","1753"
"2023-04-01 00:00:00","delphi","113"
"2023-04-01 00:00:00","go","476"
"2023-04-01 00:00:00","java","3544"
"2023-04-01 00:00:00","javascript","6481"
"2023-04-01 00:00:00","perl","55"
"2023-04-01 00:00:00","php","1568"
"2023-04-01 00:00:00","python","9965"
"2023-04-01 00:00:00","r","2567"
"2023-04-01 00:00:00","ruby","198"
"2023-04-01 00:00:00","swift","888"
"2023-05-01 00:00:00","assembly","154"
"2023-05-01 00:00:00","c","968"
"2023-05-01 00:00:00","c#","3199"
"2023-05-01 00:00:00","c++","1600"
"2023-05-01 00:00:00","delphi","100"
"2023-05-01 00:00:00","go","390"
"2023-05-01 00:00:00","java","3263"
"2023-05-01 00:00:00","javascript","6050"
"2023-05-01 00:00:00","perl","52"
"2023-05-01 00:00:00","php","1580"
"2023-05-01 00:00:00","python","9450"
"2023-05-01 00:00:00","r","2337"
"2023-05-01 00:00:00","ruby","220"
"2023-05-01 00:00:00","swift","799"
"2023-06-01 00:00:00","assembly","138"
"2023-06-01 00:00:00","c","807"
"2023-06-01 00:00:00","c#","3217"
"2023-06-01 00:00:00","c++","1630"
"2023-06-01 00:00:00","delphi","106"
"2023-06-01 00:00:00","go","492"
"2023-06-01 00:00:00","java","3274"
"2023-06-01 00:00:00","javascript","5819"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1529"
"2023-06-01 00:00:00","python","8983"
"2023-06-01 00:00:00","r","2194"
"2023-06-01 00:00:00","ruby","189"
"2023-06-01 00:00:00","swift","923"
"2023-07-01 00:00:00","assembly","150"
"2023-07-01 00:00:00","c","832"
"2023-07-01 00:00:00","c#","3251"
"2023-07-01 00:00:00","c++","1645"
"2023-07-01 00:00:00","delphi","92"
"2023-07-01 00:00:00","go","486"
"2023-07-01 00:00:00","java","3115"
"2023-07-01 00:00:00","javascript","5861"
"2023-07-01 00:00:00","perl","65"
"2023-07-01 00:00:00","php","1433"
"2023-07-01 00:00:00","python","8945"
"2023-07-01 00:00:00","r","2009"
"2023-07-01 00:00:00","ruby","200"
"2023-07-01 00:00:00","swift","932"
"2023-08-01 00:00:00","assembly","133"
"2023-08-01 00:00:00","c","787"
"2023-08-01 00:00:00","c#","3066"
"2023-08-01 00:00:00","c++","1503"
"2023-08-01 00:00:00","delphi","93"
"2023-08-01 00:00:00","go","460"
"2023-08-01 00:00:00","java","3012"
"2023-08-01 00:00:00","javascript","5166"
"2023-08-01 00:00:00","perl","48"
"2023-08-01 00:00:00","php","1480"
"2023-08-01 00:00:00","python","8159"
"2023-08-01 00:00:00","r","1979"
"2023-08-01 00:00:00","ruby","174"
"2023-08-01 00:00:00","swift","765"
"2023-09-01 00:00:00","assembly","133"
"2023-09-01 00:00:00","c","806"
"2023-09-01 00:00:00","c#","2629"
"2023-09-01 00:00:00","c++","1376"
"2023-09-01 00:00:00","delphi","98"
"2023-09-01 00:00:00","go","395"
"2023-09-01 00:00:00","java","2647"
"2023-09-01 00:00:00","javascript","4441"
"2023-09-01 00:00:00","perl","58"
"2023-09-01 00:00:00","php","1357"
"2023-09-01 00:00:00","python","6883"
"2023-09-01 00:00:00","r","1723"
"2023-09-01 00:00:00","ruby","164"
"2023-09-01 00:00:00","swift","712"
"2023-10-01 00:00:00","assembly","153"
"2023-10-01 00:00:00","c","872"
"2023-10-01 00:00:00","c#","2606"
"2023-10-01 00:00:00","c++","1523"
"2023-10-01 00:00:00","delphi","143"
"2023-10-01 00:00:00","go","391"
"2023-10-01 00:00:00","java","2625"
"2023-10-01 00:00:00","javascript","4102"
"2023-10-01 00:00:00","perl","52"
"2023-10-01 00:00:00","php","1183"
"2023-10-01 00:00:00","python","7020"
"2023-10-01 00:00:00","r","1707"
"2023-10-01 00:00:00","ruby","163"
"2023-10-01 00:00:00","swift","727"
"2023-11-01 00:00:00","assembly","155"
"2023-11-01 00:00:00","c","880"
"2023-11-01 00:00:00","c#","2614"
"2023-11-01 00:00:00","c++","1304"
"2023-11-01 00:00:00","delphi","97"
"2023-11-01 00:00:00","go","381"
"2023-11-01 00:00:00","java","2546"
"2023-11-01 00:00:00","javascript","3951"
"2023-11-01 00:00:00","perl","43"
"2023-11-01 00:00:00","php","1161"
"2023-11-01 00:00:00","python","6657"
"2023-11-01 00:00:00","r","1646"
"2023-11-01 00:00:00","ruby","132"
"2023-11-01 00:00:00","swift","704"
"2023-12-01 00:00:00","assembly","163"
"2023-12-01 00:00:00","c","802"
"2023-12-01 00:00:00","c#","2230"
"2023-12-01 00:00:00","c++","1277"
"2023-12-01 00:00:00","delphi","69"
"2023-12-01 00:00:00","go","308"
"2023-12-01 00:00:00","java","2002"
"2023-12-01 00:00:00","javascript","3638"
"2023-12-01 00:00:00","perl","53"
"2023-12-01 00:00:00","php","976"
"2023-12-01 00:00:00","python","5523"
"2023-12-01 00:00:00","r","1335"
"2023-12-01 00:00:00","ruby","129"
"2023-12-01 00:00:00","swift","596"
"2024-01-01 00:00:00","assembly","161"
"2024-01-01 00:00:00","c","779"
"2024-01-01 00:00:00","c#","2285"
"2024-01-01 00:00:00","c++","1407"
"2024-01-01 00:00:00","delphi","83"
"2024-01-01 00:00:00","go","312"
"2024-01-01 00:00:00","java","2223"
"2024-01-01 00:00:00","javascript","3953"
"2024-01-01 00:00:00","perl","33"
"2024-01-01 00:00:00","php","1114"
"2024-01-01 00:00:00","python","6135"
"2024-01-01 00:00:00","r","1545"
"2024-01-01 00:00:00","ruby","146"
"2024-01-01 00:00:00","swift","696"
"2024-02-01 00:00:00","assembly","118"
"2024-02-01 00:00:00","c","715"
"2024-02-01 00:00:00","c#","2284"
"2024-02-01 00:00:00","c++","1294"
"2024-02-01 00:00:00","delphi","102"
"2024-02-01 00:00:00","go","284"
"2024-02-01 00:00:00","java","2175"
"2024-02-01 00:00:00","javascript","3583"
"2024-02-01 00:00:00","perl","36"
"2024-02-01 00:00:00","php","1029"
"2024-02-01 00:00:00","python","6108"
"2024-02-01 00:00:00","r","1534"
"2024-02-01 00:00:00","ruby","135"
"2024-02-01 00:00:00","swift","592"
"2024-03-01 00:00:00","assembly","127"
"2024-03-01 00:00:00","c","679"
"2024-03-01 00:00:00","c#","2246"
"2024-03-01 00:00:00","c++","1216"
"2024-03-01 00:00:00","delphi","91"
"2024-03-01 00:00:00","go","301"
"2024-03-01 00:00:00","java","2232"
"2024-03-01 00:00:00","javascript","3641"
"2024-03-01 00:00:00","perl","47"
"2024-03-01 00:00:00","php","1114"
"2024-03-01 00:00:00","python","5828"
"2024-03-01 00:00:00","r","1429"
"2024-03-01 00:00:00","ruby","120"
"2024-03-01 00:00:00","swift","594"
"2024-04-01 00:00:00","assembly","170"
"2024-04-01 00:00:00","c","660"
"2024-04-01 00:00:00","c#","2257"
"2024-04-01 00:00:00","c++","1160"
"2024-04-01 00:00:00","delphi","101"
"2024-04-01 00:00:00","go","288"
"2024-04-01 00:00:00","java","2020"
"2024-04-01 00:00:00","javascript","3198"
"2024-04-01 00:00:00","perl","25"
"2024-04-01 00:00:00","php","963"
"2024-04-01 00:00:00","python","5727"
"2024-04-01 00:00:00","r","1320"
"2024-04-01 00:00:00","ruby","109"
"2024-04-01 00:00:00","swift","574"
"2024-05-01 00:00:00","assembly","148"
"2024-05-01 00:00:00","c","604"
"2024-05-01 00:00:00","c#","2029"
"2024-05-01 00:00:00","c++","1265"
"2024-05-01 00:00:00","delphi","88"
"2024-05-01 00:00:00","go","252"
"2024-05-01 00:00:00","java","1772"
"2024-05-01 00:00:00","javascript","3059"
"2024-05-01 00:00:00","perl","38"
"2024-05-01 00:00:00","php","902"
"2024-05-01 00:00:00","python","5397"
"2024-05-01 00:00:00","r","1171"
"2024-05-01 00:00:00","ruby","98"
"2024-05-01 00:00:00","swift","491"
"2024-06-01 00:00:00","assembly","82"
"2024-06-01 00:00:00","c","493"
"2024-06-01 00:00:00","c#","1657"
"2024-06-01 00:00:00","c++","973"
"2024-06-01 00:00:00","delphi","63"
"2024-06-01 00:00:00","go","213"
"2024-06-01 00:00:00","java","1390"
"2024-06-01 00:00:00","javascript","2238"
"2024-06-01 00:00:00","perl","29"
"2024-06-01 00:00:00","php","760"
"2024-06-01 00:00:00","python","4159"
"2024-06-01 00:00:00","r","942"
"2024-06-01 00:00:00","ruby","91"
"2024-06-01 00:00:00","swift","473"
"2024-07-01 00:00:00","assembly","86"
"2024-07-01 00:00:00","c","511"
"2024-07-01 00:00:00","c#","1741"
"2024-07-01 00:00:00","c++","1006"
"2024-07-01 00:00:00","delphi","51"
"2024-07-01 00:00:00","go","238"
"2024-07-01 00:00:00","java","1229"
"2024-07-01 00:00:00","javascript","2164"
"2024-07-01 00:00:00","perl","30"
"2024-07-01 00:00:00","php","694"
"2024-07-01 00:00:00","python","4077"
"2024-07-01 00:00:00","r","909"
"2024-07-01 00:00:00","ruby","85"
"2024-07-01 00:00:00","swift","466"
"2024-08-01 00:00:00","assembly","104"
"2024-08-01 00:00:00","c","455"
"2024-08-01 00:00:00","c#","1576"
"2024-08-01 00:00:00","c++","934"
"2024-08-01 00:00:00","delphi","71"
"2024-08-01 00:00:00","go","187"
"2024-08-01 00:00:00","java","999"
"2024-08-01 00:00:00","javascript","1938"
"2024-08-01 00:00:00","perl","41"
"2024-08-01 00:00:00","php","638"
"2024-08-01 00:00:00","python","3601"
"2024-08-01 00:00:00","r","767"
"2024-08-01 00:00:00","ruby","98"
"2024-08-01 00:00:00","swift","423"
"2024-09-01 00:00:00","assembly","81"
"2024-09-01 00:00:00","c","421"
"2024-09-01 00:00:00","c#","1334"
"2024-09-01 00:00:00","c++","894"
"2024-09-01 00:00:00","delphi","59"
"2024-09-01 00:00:00","go","142"
"2024-09-01 00:00:00","java","1052"
"2024-09-01 00:00:00","javascript","1679"
"2024-09-01 00:00:00","perl","26"
"2024-09-01 00:00:00","php","516"
"2024-09-01 00:00:00","python","2933"
"2024-09-01 00:00:00","r","659"
"2024-09-01 00:00:00","ruby","69"
"2024-09-01 00:00:00","swift","381"
"2024-10-01 00:00:00","assembly","84"
"2024-10-01 00:00:00","c","447"
"2024-10-01 00:00:00","c#","1346"
"2024-10-01 00:00:00","c++","848"
"2024-10-01 00:00:00","delphi","76"
"2024-10-01 00:00:00","go","168"
"2024-10-01 00:00:00","java","1229"
"2024-10-01 00:00:00","javascript","1458"
"2024-10-01 00:00:00","perl","21"
"2024-10-01 00:00:00","php","547"
"2024-10-01 00:00:00","python","2721"
"2024-10-01 00:00:00","r","687"
"2024-10-01 00:00:00","ruby","49"
"2024-10-01 00:00:00","swift","369"
"2024-11-01 00:00:00","assembly","93"
"2024-11-01 00:00:00","c","390"
"2024-11-01 00:00:00","c#","1182"
"2024-11-01 00:00:00","c++","789"
"2024-11-01 00:00:00","delphi","52"
"2024-11-01 00:00:00","go","112"
"2024-11-01 00:00:00","java","1002"
"2024-11-01 00:00:00","javascript","1286"
"2024-11-01 00:00:00","perl","20"
"2024-11-01 00:00:00","php","460"
"2024-11-01 00:00:00","python","2501"
"2024-11-01 00:00:00","r","623"
"2024-11-01 00:00:00","ruby","66"
"2024-11-01 00:00:00","swift","328"
"2024-12-01 00:00:00","assembly","90"
"2024-12-01 00:00:00","c","320"
"2024-12-01 00:00:00","c#","909"
"2024-12-01 00:00:00","c++","628"
"2024-12-01 00:00:00","delphi","38"
"2024-12-01 00:00:00","go","107"
"2024-12-01 00:00:00","java","942"
"2024-12-01 00:00:00","javascript","1121"
"2024-12-01 00:00:00","perl","24"
"2024-12-01 00:00:00","php","368"
"2024-12-01 00:00:00","python","2163"
"2024-12-01 00:00:00","r","493"
"2024-12-01 00:00:00","ruby","45"
"2024-12-01 00:00:00","swift","265"
"2025-01-01 00:00:00","assembly","67"
